"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Yʋʋm tusayi nɛ pisi nɛ yinne la (2021), Elba da maal o mɛŋ Robert ""Milton"" DuBois / Bloodsport maal James Gunn sini kanɛ buon The Suicide Squad la.","In 2021, Elba portrayed mercenary Robert ""Milton"" DuBois / Bloodsport in James Gunn's The Suicide Squad.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ yi la (2022), Elba kʋkɔr ka ba da nɔki maal Knuckles the Echidna sini kanɛ buon Sonic the Hedgehog 2 la, linɛ da tɔlis nɛ sini kanɛ an Sonic the Hedgehog linɛ dɔl wan wʋʋ of the same name.","In 2022, Elba was the voice of Knuckles the Echidna in the film Sonic the Hedgehog 2, a sequel to the film Sonic the Hedgehog which is itself based on the franchise of the same name.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da da maal nid yinne sini tis Paramount+ ka lɛb ye o maal Sonic the Hedgehog 3, ayi' la wʋsa anɛ yʋʋm tusayi nɛ pisi nɛ anaasi la nib (2024).","He reprised the role in a self-titled solo series for Paramount+ and returned for Sonic the Hedgehog 3, both in 2024.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da maal o mɛŋ wan wʋʋ Solomon Reed nɛ bɛ Phantom Liberty, yʋʋm tusayi nɛ pisi nɛ tan' ka ba da paas si'elnam CD Projekt Red yʋʋm tusayi nɛ pisi (2020) di'ema sini kanɛ buon Cyberpunk 2077 la.","Elba provided voice-acting and his likeness to the character Solomon Reed in Phantom Liberty, a 2023 downloadable expansion for CD Projekt Red's 2020 video game Cyberpunk 2077.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ anaasi, nwadis piinɛyinne, dabpisi nɛ ayi daar (22 November 2024), Deadline da yis labaar na ye ba na buol o Duncan, ninkanɛ mɔr zaba la'adi bɛ Amazon Prime sini kanɛ buon Masters Of The Universe la.","On 22 November 2024, Deadline announced he was cast as Duncan/Man-At-Arms in Amazon MGM Studios's film adapation of Masters of the Universe.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da tik nu'ug nɛ Apple tuuma zin'ig ye o maal sini dɔlis o Green Door Pictures sini maalig zin'ig la.","Elba signed a deal with Apple to produce original content through his Green Door Pictures production company.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ yinne, nwadisayi ni (February 2021), ba da yel ye Elba nɛ o pʋ'a Sabrina Dhowre sʋ'ʋe tʋʋma zin'ig si'a la bɔɔd ye bam aal sini kanɛ ka saalib kaee li pʋʋginɛ ka ba na buoli li ye Dantai, tis Crunchyroll, saŋkan ka biotech na ""maal ka bʋnmɔrnam nɛ banɛ pʋ mɔra na baŋ taaba."" Yʋʋm tusayi nɛ pisi nɛ yine, nwadis anaasi ni (April 2021) labadi'esidib da pian'ad tis Den of Geek, ka o yel ye sini la pa'al nɛ o pʋ'a nɛ o biig yela, one ka o pa'al ye o anɛ ""geek nid kanɛ bɛɛ o kɔn' fʋ ya'a pian'ad sini yela"".","In February 2021, it was reported that the companies of Elba and his wife, Sabrina Dhowre, would be developing an Afrofuturist adult animated sci-fi series, tentatively titled Dantai, for Crunchyroll, which would be about a time when biotech has ""created an ever-widening gap between the haves and have-nots."" In an April 2021 interview with Den of Geek, he said the series is ""mainly the brainchild"" of his wife, whom he described as a ""super geek when it comes to anime"".","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ anaasi, nwadisayuobʋ ni (June 2024), Elba da pin'il sini maalig tʋʋma zin'ig ka pʋdi li yʋ'ʋr ye 22Summers on nɛ one da an Pulse nɛ BBC kpɛɛm ka o yʋ'ʋr buon Diene Petterle la.","In June 2024, Elba launched a new production company called 22Summers with former Pulse & BBC exec Diene Petterle.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi ne pisi nɛ anaasi, nwadisanii ni (August 2024), Elba da paam suor Tanzania gɔmɛna ni ye o pin'il sini maalig zin'igi bɛ Zanzibar.","In August 2024, Elba received approval from the Tanzanian government to establish a film studio in Zanzibar.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ anaasi, nwadisawai ni (September 2024), Elba da la'as o mɛŋ nɛ Things Fall Apart anina ka o paasidi maan sini ka lɛn an tuongat.","In September 2024, Elba joined Things Fall Apart as an actor and executive producer.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da paasi maal yʋʋma sini tis Fat Joe (2002), Angie Stone (2004) nɛ rapper Giggs (2010).","Elba has appeared in music videos for Fat Joe (2002), Angie Stone (2004) and rapper Giggs (2010).","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ ayuobʋ ni (2006), o da maal yʋʋma four-song EP Big Man tis Hevlar Records.","In 2006, he recorded the four-song EP Big Man for Hevlar Records.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da paasi maal ka di'em bɛ Jay-Z album American Gangster (2007) ni.","He co-produced and performed on the intro to Jay-Z's album American Gangster (2007).","gold","Idris Elba","Idris Elba","anchor-confident"
"O da anɛ DJ tis yʋʋm tusayi nɛ ayɔpɔi (2007) NBA All-Star parties linɛ da bɛ The Venetian nɛ Ice House Lounge linɛ bɛ Las Vegas.","He DJed at the 2007 NBA All-Star parties at The Venetian and Ice House Lounge in Las Vegas.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ awai, nwadisayɔpɔi ni (July 2009), Elba da anɛ DJ tis BET di'em kanɛ ka ba maan ka li buon Rising Icons la.","In July 2009, Elba was the DJ for BET's current series Rising Icons.","gold","Idris Elba","Idris Elba","anchor-confident"
"O da yis labaar na ye o na yis yiiga yʋʋma ""Please Be True"" la.","He announced the release of his first single ""Please Be True"".","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ awai, nwadisanii ni (August 2009), o da yis labaar na pa'al ye o six-song EP yʋʋma la yʋ'ʋri an Kings Among Kings.","In the August 2009 issue of Essence, he announced the title of his six-song EP as Kings Among Kings.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ yinne ni (2011), o da maal di'ema bɛ Pharoahe Monch album W.A.R. zʋŋir la ni.","In 2011, he performed on the intro to Pharoahe Monch's album W.A.R..","gold","Idris Elba","Idris Elba","anchor-confident"
"Li yʋʋm saŋa, o da paasi maal ka di'em bɛ Mumford & Sons yʋʋma sini ""Lover of the Light"" ni.","In the following year, he co-directed and performed in the Mumford & Sons music video for ""Lover of the Light"".","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ naasi (2014), o da maal K. Michelle yʋʋma kanɛ an ""The Rebellious Soul Musical"" linɛ da yi VH1 na yʋʋm tusayi nɛ piinɛ naasi, nwadisanii, dabpisi nɛ wai ni (19 August 2014).","In 2014, he produced K. Michelle's ""The Rebellious Soul Musical"" which debuted on VH1 on 19 August 2014.","gold","Idris Elba","Idris Elba","anchor-confident"
"Nwadis anu la ni, Elba da paasi yʋm Mr Hudson yʋʋma kanɛ an ""Step Into the Shadows"" la.","In May, Elba featured on Mr Hudson's single ""Step Into the Shadows"".","gold","Idris Elba","Idris Elba","anchor-confident"
"Mr Hudson da maal o di'em kanɛ an Idris Elba Presents Mi Mandela, ka ba da yisi li paalʋ na yʋʋm tusayi nɛ piinɛ anaasi, nwadis piinɛyinne ni (November 2014).","Mr Hudson also produced his album Idris Elba Presents Mi Mandela, released in November 2014.","gold","Idris Elba","Idris Elba","anchor-confident"
"O mɛ da paasi maal Ghana yʋmyʋmdib VVIP yʋʋma kanɛ an ""Selfie"" on ne Nigeria dim rapper kanɛ ka buon o Phyno ka ba da yisi li yʋʋm tusayi nɛ piinɛ anaasi, nwadisawai, dabpiinɛyi daar (12 September 2014), sini la da yi YouTube ni yʋʋm tusayi nɛ piinɛ nʋ, nwadisanaasi, dabpiinɛ yinne daar (11 April 2015).","He also featured on the remix of the Ghanaian music group, VVIP's single ""Selfie"" together with Nigerian rapper Phyno released on 12 September 2014, and the video was released on YouTube on 11 April 2015.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da maal yʋʋma di'ema tis Noel Fielding nɛ Sergio Pizzorno yʋʋma kanɛ da paas ayi, ka ba buon Loose Tapestries.","Elba performed a rap for the second album by Noel Fielding and Sergio Pizzorno's band, the Loose Tapestries.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da paasi yʋʋm Skepta yʋʋm kanɛ buon ""Shutdown"" linɛ ka yʋʋm tusayi nɛ piinɛ nu, nwadisayuobʋ dabisir yinne daar (1 June 2015) ka ba da nɔki li niŋ Sound Cloud la.","Elba also rapped in a remix of Skepta's ""Shutdown"" which was uploaded on 1 June 2015 to SoundCloud.","gold","Idris Elba","Idris Elba","anchor-confident"
"Nwadisanii dabpiinɛ yɔpɔi daar (17 August), ba da yis yʋʋma paalʋ ni na ka Elba paas nɛ Nigeria yʋmyʋm D'banj ka li yʋ'ʋr an ""Confidential"", ka Sierra Leon yʋmyʋm Shadow Boxer mɛ paas anina, ka ba da nɔki li niŋ YouTube nwadisanii dabpisi daar (20 August).","On 17 August, a song was released on which Elba appeared on Nigerian singer D'banj's single ""Confidential"", featuring Sierra Leonean rapper Shadow Boxer with the video uploaded to YouTube on 20 August.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ nu, nwadispiinɛ yinne ni (November 2015), Elba da buol Madonna on da maan o Rebel Heart Tour bɛ Berlin, Germany sʋ'ʋlim la.","In November 2015, Elba opened for Madonna during her Rebel Heart Tour in Berlin, Germany.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba lɛn paasi yʋʋm Macklemore & Ryan Lewis yʋʋm kanɛ buon This Unruly Mess I've Made (2016) la.","Elba is also featured on the Macklemore & Ryan Lewis album This Unruly Mess I've Made (2016).","gold","Idris Elba","Idris Elba","anchor-confident"
"O da mɔr pʋtɛn'ɛr ye o yis yʋʋma Idris Elba Presents Mi Mandela la di'ema, anina ka di'em kanɛ buon Tree la da yina ka ba da yisi li bɛ Manchester International Festival yʋʋm tusayi nɛ piinɛ wai ni (2019).","He had the idea to develop the music from his album Idris Elba Presents Mi Mandela into a show, which eventually resulted in a play called Tree that premiered at the Manchester International Festival in 2019.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛwai, nwadisayɔpɔi, daba yi daar (2 July 2019), The Guardian da yis labaar na pa'al ye gbansɔbidib Tori Allen-Martin nɛ Sarah Henley ye ba yisi ba bɛ di'em kaŋa pʋʋgin ka li pʋ dɔli li suorɛ.","On 2 July 2019, The Guardian published a story describing how writers Tori Allen-Martin and Sarah Henley said they had been removed from the production under what they described as questionable circumstances.","gold","Idris Elba","Idris Elba","anchor-confident"
"Kwame Kwei-Armah da paas tʋʋm kaŋa ni yʋʋm tusayi nɛ piinɛ nii, nwadis anu ni (May 2018), ka maligin sɔbi ba gbana la zin'ig si'eba.","Kwame Kwei-Armah joined the project in May 2018, and rewrote part of their material.","gold","Idris Elba","Idris Elba","anchor-confident"
"Li yiib saŋa la, banɛ da maal Tree ""anɛ Idris Elba nɛ Kwame Kwei-Armah"".","At the time of its premiere, Tree was billed as ""created by Idris Elba and Kwame Kwei-Armah"".","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ nii, nwadisayɔpɔi ni (July 2018), o da tis o yʋʋma tuʋma la yʋ'ʋr ye 7Wallace Music.","In July 2018, he launched his record label, 7Wallace Music.","gold","Idris Elba","Idris Elba","anchor-confident"
"Elba da maal di'ema bɛ Coachella Valley Music and Arts Festival yʋʋm tusayi nɛ piinɛwai, nwadisanaasi ni (April 2019).","Elba performed at Coachella Valley Music and Arts Festival in April 2019.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛwai (2019), o da paas yʋʋm kanɛ buon ""Boasty"" la ni ka one da maal an British tɛŋ nid ka o yʋ'ʋr buon Wiley.","In 2019, he featured on the track ""Boasty"" by British grime artist Wiley.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ piinɛ wai (2019), Elba da paasi maal Taylor Swift yʋʋma kanɛ buon ""London Boy"" linɛ yii o Lover album la ni.","In 2019, Elba appears on Taylor Swift's song ""London Boy"" from her seventh studio album Lover.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi, nwadisanaasi ni (April 2020), Elba da la'as nɛ one gɔsid yʋʋma maalig Jay Robinson ka ba yʋʋm yʋʋma kanɛ buon ""Know Yourself"", linɛ ka ba da yisi li Mau5trap ni la.","In April 2020, Elba collaborated with producer Jay Robinson on the track ""Know Yourself"", released on Mau5trap.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi ni (2020, on da wʋm Canadian R&B yʋmyʋm Emanuel ka o yʋʋm o yʋʋma kanɛ buon ""Need You"" la, Elba da paae o sa'an ye o maal yʋʋma sini nɛ o, ka li gban'e nidibi tɔnd la'ad ye li sʋŋi ba taaba bɛ COVID-19 pandemic saŋa la.","In 2020, after hearing Canadian R&B singer Emanuel's debut single ""Need You"", Elba reached out with an idea for a music video compiled from clips of people sharing the things that were helping them cope with the COVID-19 pandemic.","gold","Idris Elba","Idris Elba","anchor-confident"
"Ba da maal Elba creative director tis sinikan, ka lɛn maal o executive producer bɛ Emanuel sini kanɛ ka ba da ye ba maal la.","Elba was credited as the creative director of the video and is being credited as an executive producer of Emanuel's forthcoming full-length debut album.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ yinne, nwadisayi, dabpiinɛtan' daar (13 February 2021), Elba da anɛ DJ mix saan kanɛ ka ba kaanbi buol o bɛ Mix Up bɛnɛ Australian national youth broadcaster Triple J. Yʋʋm tusayi nɛ pisi nɛ yinne, nwadisawai, dabpisi nɛ ayi daar (22 September 2021), Elba da yis labaar ye o na la'as nɛ Australian pop rock yʋmyʋm kanɛ buon Lime Cordiale la ka ba yʋʋm yʋmkanɛ buon Cordi Elba la, ba da yis yʋmkan nɛ yʋʋm tusayi nɛ pisi nɛ yi, pin'ilig nwadig, dabpiinɛ naasi daar (14 January 2022).","On 13 February 2021, Elba performed a guest DJ mix for Mix Up on Australian national youth broadcaster Triple J. On 22 September 2021, Elba announced he would be releasing a collaborative EP with Australian pop rock duo Lime Cordiale titled Cordi Elba, which was released on 14 January 2022.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ anaasi, pin'ilig nwadig, daba nii daar (8 January 2024), Elba da yis yʋʋma paal ka li buon ""Knives Down"" on nɛ UK rapper DB Maz ye li sʋŋi zabi gɛɛs nimbɛ'ɛdnam banɛ kuud taaba nɛ sʋ'ʋsi bɛ UK la.","On 8 January 2024, Elba released the song ""Knives Down"" featuring UK rapper DB Maz as a part of his campaign against knife crime in the UK.","gold","Idris Elba","Idris Elba","anchor-confident"
"Walis bama anɛ 107.5 Darkstar Radio nɛ 99.9 Impulse Radio.","These are listed as 107.5 Darkstar Radio and 99.9 Impulse Radio.","gold","Idris Elba","Idris Elba","anchor-confident"
"107.5 Darkstar da pin'il yʋʋma ayi banɛ ka Elba da yʋʋm (""Choke Hold"", ""Roller Coaster""), ka 99.9 Impulse mɛ da bas hour-mum suori tis DJ set yinɛ Elba nɛ Private Press ni.","107.5 Darkstar introduces two new tracks by Elba (""Choke Hold"", ""Roller Coaster""), and 99.9 Impulse features an hour-long DJ set by Elba and Private Press.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋmm tusayi nɛ pisinɛ anaasi, pin'ilig nwadig, dabpisi nɛ anaasi daar (24 January 2024), Movement Electronic Music Festival linɛ bɛ Detroit da yis labaar na ye Elba na paasi maal di'ema nɛ DJ set nɛ EDM DJ nɛ Kevin Saunderson bɛ yʋʋm tusayi nɛ pisi nɛ anaasi ni (2024).","On 24 January 2024, Movement Electronic Music Festival in Detroit announced that Elba would be performing a back-to-back DJ set with veteran EDM DJ and producer Kevin Saunderson in 2024.","gold","Idris Elba","Idris Elba","anchor-confident"
"Yʋʋm tusayi nɛ pisi nɛ anaasi ni (2024), Idris da pin'il o yʋʋma tʋʋma yʋ'ʋr ye ""Sound International"" ka li da anɛ o saambil yʋʋm tusir, kɔbiswai nɛ pisnii saŋa (1980s) London yʋʋma la'ad la, li da kɛ ka o pʋtɛn'ɛr yɔ'ɔg nɛ yʋʋma yela; tʋʋmkaŋa nwa' o da gban'e nɛ ye o kɛ ka nidib pa'ali ba baŋir dunia bɛn wʋsa, ka o bɔɔdim an ye o paam yʋmyʋmidib tɛŋ wʋsa paas, ka li pa'al ye ala'astaaba bɛɛ ba ni.","In 2024, Idris began his own label ""Sound International"" inspired by his uncle's legendary 1980s London ""Sound System"" which had an open-minded approach to music; the label aims to showcase diverse house music talent from around the world, with a goal to sign records from every country, highlighting the global unity and freedom within the house music genre.","gold","Idris Elba","Idris Elba","anchor-confident"
